,example,changed,quality of life,capacity and resources,political,security and defense,policy prescription and evaluation,fairness and equality,none,health and safety,"legality, constitutionality and jurisprudence",morality,economic,public opinion,cultural identity,external regulation and reputation,crime and punishment,uuid
283,./data/images/3b9d6948-7b1e-4008-97b9-5d331edae91a.jpg,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,3b9d6948-7b1e-4008-97b9-5d331edae91a
284,./data/images/270e6be7-c17b-49c3-8416-d1dd7a5cc060.jpg,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,270e6be7-c17b-49c3-8416-d1dd7a5cc060
285,./data/images/6faa16b2-36bd-4de4-a3b5-cbcf4240183c.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,6faa16b2-36bd-4de4-a3b5-cbcf4240183c
286,./data/images/868bf2ab-d12c-4038-bfb8-008705f22f08.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,868bf2ab-d12c-4038-bfb8-008705f22f08
287,./data/images/826a2ecb-225a-4d68-a93d-77c0d443a56e.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,826a2ecb-225a-4d68-a93d-77c0d443a56e
288,./data/images/64fba265-2709-4753-83f5-d142bdacf4cb.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,64fba265-2709-4753-83f5-d142bdacf4cb
289,./data/images/67a5dfb5-4c80-48a1-9031-9850cc137fb3.jpg,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,67a5dfb5-4c80-48a1-9031-9850cc137fb3
290,./data/images/3787451f-7fe2-4991-b7e6-e164fa785bd6.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3787451f-7fe2-4991-b7e6-e164fa785bd6
291,./data/images/c71a1263-6ff3-44f9-b4af-d53b4ca5caac.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,c71a1263-6ff3-44f9-b4af-d53b4ca5caac
292,./data/images/8d5df838-82e0-498b-bccb-99c0d2af8a3d.jpg,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,8d5df838-82e0-498b-bccb-99c0d2af8a3d
293,./data/images/2bbcc92f-54da-4466-bd72-30ca80dbdcb9.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,2bbcc92f-54da-4466-bd72-30ca80dbdcb9
294,./data/images/4b825137-076d-4d22-84f1-63fb20a3501b.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4b825137-076d-4d22-84f1-63fb20a3501b
295,./data/images/e537d8da-9a2c-4d5a-a440-dd14c36e032e.jpg,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,e537d8da-9a2c-4d5a-a440-dd14c36e032e
296,./data/images/b1fa34d6-6e4e-4dc3-9ccc-e459425a3041.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,b1fa34d6-6e4e-4dc3-9ccc-e459425a3041
297,./data/images/621648d1-1b5f-4924-a062-83694b90a817.jpg,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,621648d1-1b5f-4924-a062-83694b90a817
298,./data/images/99d97042-1450-4903-9cbd-058b1af15115.jpg,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,99d97042-1450-4903-9cbd-058b1af15115
299,./data/images/52d2acda-e8f0-4146-a686-06ceee8e71b9.jpg,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,52d2acda-e8f0-4146-a686-06ceee8e71b9
